UniqueCount	AmbigCount
40	218
0	218
600	0
8	0
694	0
2623	0
806	0
39484	0
2290	0
814	0
303	0
125	0
649	14
1074	14
445	0
948	0
480	0
443	0
2740	0
239	0
2140	0
2426	0
1887	0
266	0
89	0
310	0
121	0
473	0
902	187
0	187
344	0
359	0
839	0
170	0
464	0
380	0
135	0
331	0
521	0
149	0
1008	0
1409	0
180	0
101	1
96	1
1482	0
442	0
118	0
937	0
541	28
113	28
74	0
219	0
352	0
192	0
58	0
19	0
562	0
796	0
333	0
916	0
125	0
108	0
527	0
241	0
29	6
100	6
41	0
63	870
0	870
267	0
209	0
0	0
1	0
97	88
35	0
329	88
864	91
281	110
475	772
728	782
3022	0
81	0
69	0
934	0
482	0
2625	0
